TSTNO| VEHNO| IPNO| IPLOC| IPLOCD| IPCOM| IPCOMD| BIX| BIY| BIZ| AIX| AIY| AIZ| TSTREF 
9483|2|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|0|0|0|0|0|0|CV15020006
9483|2|11|D|Driver Side|TPC3D|Toepan point C3, driver side|0|0|0|0|0|0|CV15020006
9483|2|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|0|0|0|0|0|0|CV15020006
9483|2|12|D|Driver Side|TPD3D|Toepan point D3, driver side|0|0|0|0|0|0|CV15020006
9483|2|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|0|0|0|0|0|0|CV15020006
9483|2|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|0|0|0|0|0|0|CV15020006
9483|2|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|0|0|0|0|0|0|CV15020006
9483|2|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|0|0|0|0|0|0|CV15020006
9483|2|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|0|0|0|0|0|0|CV15020006
9483|2|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|0|0|0|0|0|0|CV15020006
9483|2|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|0|0|0|0|0|0|CV15020006
9483|2|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|0|0|0|0|0|0|CV15020006
9483|2|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|0|0|0|0|0|0|CV15020006
9483|2|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|0|0|0|0|0|0|CV15020006
9483|2|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|0|0|0|0|0|0|CV15020006
9483|2|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|0|0|0|0|0|0|CV15020006
9483|2|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|0|0|0|0|0|0|CV15020006
9483|2|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|0|0|0|0|0|0|CV15020006
9483|2|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|0|0|0|0|0|0|CV15020006
9483|2|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|0|0|0|0|0|0|CV15020006
9483|2|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|0|0|0|0|0|0|CV15020006
9483|2|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3152|-330|144|3137|-341|150|CV15020006
9483|2|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|2897|-521|-170|2902|-530|-169|CV15020006
9483|2|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|2895|223|-138|2881|215|-160|CV15020006
9483|2|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|2875|-224|-171|2881|-232|-167|CV15020006
9483|2|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|2916|524|-138|2890|515|-156|CV15020006
9483|2|24|C|Steering Column|SC|Steering column|2630|-373|-322|2695|-374|-320|CV15020006
9483|2|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2675|-576|252|2678|-579|253|CV15020006
9483|2|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2674|571|253|2672|565|251|CV15020006
9727|2|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3490|-597|218|3486|-602|218|CV16020001
9727|2|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3599|220|218|3562|213|225|CV16020001
9727|2|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3565|-497|217|3566|-500|222|CV16020001
9727|2|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3600|371|218|3531|353|222|CV16020001
9727|2|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3605|-347|218|3569|-348|219|CV16020001
9727|2|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3548|520|217|3483|500|216|CV16020001
9727|2|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3604|-196|220|3581|-205|227|CV16020001
9727|2|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3481|621|218|3426|611|224|CV16020001
9727|2|5|D|Driver Side|TPA2D|Toepan point A2, driver side|0|0|0|0|0|0|CV16020001
9727|2|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|0|0|0|0|0|0|CV16020001
9727|2|6|D|Driver Side|TPB2D|Toepan point B2, driver side|0|0|0|0|0|0|CV16020001
9727|2|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|0|0|0|0|0|0|CV16020001
9727|2|7|D|Driver Side|TPC2D|Toepan point C2, driver side|0|0|0|0|0|0|CV16020001
9727|2|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|0|0|0|0|0|0|CV16020001
9727|2|8|D|Driver Side|TPD2D|Toepan point D2, driver side|0|0|0|0|0|0|CV16020001
9727|2|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|0|0|0|0|0|0|CV16020001
9727|2|9|D|Driver Side|TPA3D|Toepan point A3, driver side|0|0|0|0|0|0|CV16020001
9727|2|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|0|0|0|0|0|0|CV16020001
9727|2|10|D|Driver Side|TPB3D|Toepan point B3, driver side|0|0|0|0|0|0|CV16020001
9727|2|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|0|0|0|0|0|0|CV16020001
9727|2|11|D|Driver Side|TPC3D|Toepan point C3, driver side|0|0|0|0|0|0|CV16020001
9727|2|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|0|0|0|0|0|0|CV16020001
9727|2|12|D|Driver Side|TPD3D|Toepan point D3, driver side|0|0|0|0|0|0|CV16020001
9727|2|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|0|0|0|0|0|0|CV16020001
9727|2|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|0|0|0|0|0|0|CV16020001
9727|2|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|0|0|0|0|0|0|CV16020001
9727|2|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|0|0|0|0|0|0|CV16020001
9727|2|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|0|0|0|0|0|0|CV16020001
9727|2|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|0|0|0|0|0|0|CV16020001
9727|2|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|0|0|0|0|0|0|CV16020001
9727|2|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|0|0|0|0|0|0|CV16020001
9727|2|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|0|0|0|0|0|0|CV16020001
9727|2|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|0|0|0|0|0|0|CV16020001
9727|2|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|0|0|0|0|0|0|CV16020001
9727|2|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|0|0|0|0|0|0|CV16020001
9727|2|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|0|0|0|0|0|0|CV16020001
9727|2|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|0|0|0|0|0|0|CV16020001
9727|2|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|0|0|0|0|0|0|CV16020001
9727|2|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|0|0|0|0|0|0|CV16020001
9727|2|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|0|0|0|0|0|0|CV16020001
9727|2|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3391|-347|217|3477|-324|244|CV16020001
9727|2|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3107|-516|-62|3110|-508|-60|CV16020001
9727|2|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|3100|220|-52|3093|227|-46|CV16020001
9727|2|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3092|-215|-62|3092|-208|-58|CV16020001
9727|2|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|3113|521|-53|3103|528|-45|CV16020001
9727|2|24|C|Steering Column|SC|Steering column|2887|-365|-216|2929|-361|-205|CV16020001
9727|2|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2817|-597|359|2817|-598|361|CV16020001
9727|2|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2817|600|362|2820|596|368|CV16020001
9739|2|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3506|-593|837|3432|-573|828|M1V3T3M
9739|2|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3622|214|837|3624|221|0|M1V3T3M
9739|2|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3580|-493|836|3454|-450|818|M1V3T3M
9739|2|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3623|367|837|3623|372|0|M1V3T3M
9739|2|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3615|-347|836|3489|-303|823|M1V3T3M
9739|2|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3566|515|835|3566|523|0|M1V3T3M
9739|2|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3603|-192|836|3532|-164|830|M1V3T3M
9739|2|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3495|615|837|3495|622|0|M1V3T3M
9739|2|5|D|Driver Side|TPA2D|Toepan point A2, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|6|D|Driver Side|TPB2D|Toepan point B2, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|7|D|Driver Side|TPC2D|Toepan point C2, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|8|D|Driver Side|TPD2D|Toepan point D2, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|9|D|Driver Side|TPA3D|Toepan point A3, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|10|D|Driver Side|TPB3D|Toepan point B3, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|11|D|Driver Side|TPC3D|Toepan point C3, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|12|D|Driver Side|TPD3D|Toepan point D3, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|0|0|0|0|0|0|M1V3T3M
9739|2|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|0|0|0|0|0|0|M1V3T3M
9739|2|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3389|-343|837|3293|-329|812|M1V3T3M
9739|2|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3115|-522|579|3094|-542|577|M1V3T3M
9739|2|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|3110|211|583|3112|202|0|M1V3T3M
9739|2|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3106|-221|0|3089|-239|583|M1V3T3M
9739|2|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|3118|512|584|3126|501|0|M1V3T3M
9739|2|24|C|Steering Column|SC|Steering column|2875|-371|360|2876|-402|350|M1V3T3M
9739|2|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2799|-612|967|2803|-605|963|M1V3T3M
9739|2|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2804|613|970|2803|617|0|M1V3T3M
9740|2|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3506|-593|485|3502|-595|489|M1V3T4P
9740|2|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3627|213|486|3558|195|546|M1V3T4P
9740|2|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3581|-493|485|3575|-494|487|M1V3T4P
9740|2|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3623|363|486|3518|343|556|M1V3T4P
9740|2|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3610|-353|485|3605|-354|492|M1V3T4P
9740|2|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3564|514|485|3454|494|545|M1V3T4P
9740|2|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3604|-193|486|3591|-204|494|M1V3T4P
9740|2|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3492|614|486|3421|610|529|M1V3T4P
9740|2|5|D|Driver Side|TPA2D|Toepan point A2, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|6|D|Driver Side|TPB2D|Toepan point B2, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|7|D|Driver Side|TPC2D|Toepan point C2, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|8|D|Driver Side|TPD2D|Toepan point D2, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|9|D|Driver Side|TPA3D|Toepan point A3, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|10|D|Driver Side|TPB3D|Toepan point B3, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|11|D|Driver Side|TPC3D|Toepan point C3, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|12|D|Driver Side|TPD3D|Toepan point D3, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|0|0|0|0|0|0|M1V3T4P
9740|2|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|0|0|0|0|0|0|M1V3T4P
9740|2|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3388|-342|485|3366|-348|501|M1V3T4P
9740|2|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3111|-517|742|3116|-519|745|M1V3T4P
9740|2|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|3111|213|733|3113|211|747|M1V3T4P
9740|2|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3103|-216|741|3112|-219|745|M1V3T4P
9740|2|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|3116|515|735|3092|526|757|M1V3T4P
9740|2|24|C|Steering Column|SC|Steering column|2878|-367|954|2901|-367|952|M1V3T4P
9740|2|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2800|-610|350|2797|-609|350|M1V3T4P
9740|2|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2799|611|345|2811|612|371|M1V3T4P
9741|2|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3233|-624|814|3230|-654|811|M2V1T4M
9741|2|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3320|206|815|3235|161|0|M2V1T4M
9741|2|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3306|-524|815|3306|-555|816|M2V1T4M
9741|2|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3387|357|816|3282|309|0|M2V1T4M
9741|2|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3386|-374|814|3387|-404|815|M2V1T4M
9741|2|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3321|507|814|3225|463|0|M2V1T4M
9741|2|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3361|-223|815|3336|-266|807|M2V1T4M
9741|2|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3236|606|815|3174|584|0|M2V1T4M
9741|2|5|D|Driver Side|TPA2D|Toepan point A2, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|6|D|Driver Side|TPB2D|Toepan point B2, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|7|D|Driver Side|TPC2D|Toepan point C2, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|8|D|Driver Side|TPD2D|Toepan point D2, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|9|D|Driver Side|TPA3D|Toepan point A3, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|10|D|Driver Side|TPB3D|Toepan point B3, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|11|D|Driver Side|TPC3D|Toepan point C3, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|12|D|Driver Side|TPD3D|Toepan point D3, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|0|0|0|0|0|0|M2V1T4M
9741|2|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|0|0|0|0|0|0|M2V1T4M
9741|2|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3170|-373|815|3173|-426|825|M2V1T4M
9741|2|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|2879|-500|496|2884|-518|512|M2V1T4M
9741|2|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|2905|205|547|2879|205|0|M2V1T4M
9741|2|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|2869|-200|0|2900|-229|509|M2V1T4M
9741|2|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|2925|507|547|2896|504|0|M2V1T4M
9741|2|24|C|Steering Column|SC|Steering column|2665|-351|307|2692|-363|348|M2V1T4M
9741|2|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2602|-567|969|2606|-584|974|M2V1T4M
9741|2|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2605|569|966|2605|559|0|M2V1T4M
9742|2|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3772|-622|594|3659|-570|596|M4V2T3M
9742|2|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3905|278|596|3877|304|610|M4V2T3M
9742|2|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3891|-521|595|3709|-429|639|M4V2T3M
9742|2|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3905|429|598|3893|454|602|M4V2T3M
9742|2|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3904|-371|594|3763|-296|629|M4V2T3M
9742|2|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3802|579|597|3805|603|599|M4V2T3M
9742|2|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3911|-221|595|3822|-173|624|M4V2T3M
9742|2|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3746|679|597|3749|703|598|M4V2T3M
9742|2|5|D|Driver Side|TPA2D|Toepan point A2, driver side|0|0|0|0|0|0|M4V2T3M
9742|2|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|0|0|0|0|0|0|M4V2T3M
9742|2|6|D|Driver Side|TPB2D|Toepan point B2, driver side|0|0|0|0|0|0|M4V2T3M
9742|2|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|0|0|0|0|0|0|M4V2T3M
9742|2|7|D|Driver Side|TPC2D|Toepan point C2, driver side|0|0|0|0|0|0|M4V2T3M
9742|2|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|0|0|0|0|0|0|M4V2T3M
9742|2|8|D|Driver Side|TPD2D|Toepan point D2, driver side|0|0|0|0|0|0|M4V2T3M
9742|2|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|0|0|0|0|0|0|M4V2T3M
