TSTNO| BARRIG| BARRIGD| BARSHP| BARSHPD| BARANG| BARDIA| BARCOM 
4688|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4689|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4690|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4691|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4692|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4693|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4694|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4695|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4696|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4697|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4698|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4699|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4700|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4701|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4702|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4714|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4718|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4719|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4723|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4724|D|DEFORMABLE|US1|US OFFSET LC BARRIER MOD1|0|0|BARSHP: IIHS LEFT OFFSET DEFORMABLE LOAD CELL BARRIER
4725|D|DEFORMABLE|US1|US OFFSET LC BARRIER MOD1|0|0|BARSHP: IIHS LEFT OFFSET DEFORMABLE LOAD CELL BARRIER
4731|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4734|D|DEFORMABLE|128|8 X 16 LOAD CELL BARRIER|0|0|TRL 128 W HONEYCOMB FACE
4775|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4776|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4779|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4780|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4781|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4782|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4783|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4784|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4785|R|RIGID|488|10 X 48 LOAD CELL BARRIER|0|0|MIRA 488 LOAD CELL BARRIER
4786|R|RIGID|488|10 X 48 LOAD CELL BARRIER|0|0|MIRA 488 LOAD CELL BARRIER
4797|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|0|FRONTAL DEFORMABLE BARRIER 40% OFFSET WITH LOADCELLS
4798|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4799|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4809|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4830|R|RIGID|FLB|FLAT BARRIER|0|0|NONE
4837|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4838|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4846|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4853|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4854|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4855|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4859|R|RIGID|POL|POLE|0|254|
4860|R|RIGID|POL|POLE|0|254|
4863|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4864|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4865|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4866|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4867|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4869|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|9999|FRONTAL DEFORMABLE BARRIER 40% OFFSET WITH LOADCELLS
4870|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|9999|FRONTAL DEFORMABLE BARRIER 40% OFFSET WITH LOADCELLS
4871|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4872|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4873|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|9999|FRONTAL DEFORMABLE BARRIER 40% OFFSET WITH LOADCELLS
4874|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|9999|FRONTAL DEFORMABLE BARRIER 40% OFFSET WITH LOADCELLS
4875|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|9999|FRONTAL DEFORMABLE BARRIER 40% OFFSET WITH LOADCELLS
4876|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4877|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4878|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4881|R|RIGID|LCB|LOAD CELL BARRIER|0||
4883|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
4884|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
4885|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
4886|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
4887|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4890|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4893|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4894|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
4899|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4901|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4910|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4911|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4917|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4918|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4920|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4923|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4927|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4930|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4931|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4933|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4936|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4952|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4953|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4960|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4963|R|RIGID|128|8 X 16 LOAD CELL BARRIER|0|0|
4969|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4978|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4984|R|RIGID|LCB|LOAD CELL BARRIER|0|0|36 LCB
4985|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4986|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4987|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4989|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4990|R|RIGID|128|8 X 16 LOAD CELL BARRIER|0|0|
5034|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST
5036|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST
5037|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5045|R|RIGID|POL|POLE|0|254|
5047|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5052|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5054|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5061|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST
5062|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST
5065|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
5066|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
5067|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
5068|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5071|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5073|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST
5087|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST
5090|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5092|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5099|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
5100|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
5101|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
5104|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5117|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5130|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5134|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5135|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5136|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5137|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5138|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5139|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5140|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5143|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST
5144|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST
5145|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST
5149|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5150|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5152|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5154|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5155|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5158|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5159|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5160|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5163|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5164|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5165|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5166|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5167|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5168|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5169|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5170|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5171|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5172|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5173|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5174|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5175|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5176|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5177|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5178|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5179|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5180|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5181|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5182|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5183|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5184|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5185|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5186|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5187|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5188|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5189|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5190|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5191|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5192|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5193|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5194|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5195|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5196|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5197|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5198|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5199|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5200|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5201|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (W611-ECE R94/01) PLASCORE PART#20670
5202|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5203|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5204|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5205|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5206|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5207|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5208|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5209|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5210|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST
5211|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST
5212|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5213|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5215|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5216|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5217|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5218|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5238|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5239|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5242|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5245|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5249|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5250|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5251|D|DEFORMABLE|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST, CELLBOND FWDB
5252|D|DEFORMABLE|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|6 LOAD CELLS ADDED TO CENTER OF ROW 9 FOR TEST, PLASCORE FWDB
5259|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5263|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5264|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5265|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5266|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5269|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5271|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5273|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5274|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5275|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5278|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5282|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5283|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5284|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5286|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5287|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5296|R|RIGID|POL|POLE|0|254|
5298|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5299|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5300|R|RIGID|POL|POLE|0|254|
5301|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5303|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5308|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ROW 1 IS ON TOP
5310|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5312|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5314|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5315|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ROW 1 IS ON TOP
5317|R|RIGID|POL|POLE|0|254|
5318|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5321|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5324|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5326|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5364|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5366|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER; LOAD CELLS 2-7 & 9-4 WERE NOT FUNCTIONING
5367|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER
5368|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER (LOAD CELLS 2-7 & 9-4 WERE NOT FUNCTIONING
5370|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|
5373|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER
5374|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5383|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5385|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER
5388|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5404|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5405|R|RIGID|POL|POLE|0|254|
5406|R|RIGID|POL|POLE|0|254|
5407|R|RIGID|POL|POLE|0|254|
5408|R|RIGID|POL|POLE|0|254|
5409|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER
5410|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER
5411|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER
5414|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER
5416|R|RIGID|POL|POLE|0|254|
5417|R|RIGID|POL|POLE|0|254|
5421|R|RIGID|POL|POLE|0|254|
5425|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5428|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER
5432|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
5433|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
5434|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
5436|R|RIGID|POL|POLE|0|254|
5437|R|RIGID|POL|POLE|0|254|
5438|R|RIGID|POL|POLE|0|254|
5439|R|RIGID|POL|POLE|0|254|
5441|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER
5442|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED LOAD CELL BARRIER
5443|R|RIGID|POL|POLE|0|254|
5444|R|RIGID|POL|POLE|0|254|
5450|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5453|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5455|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5456|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5457|R|RIGID|POL|POLE|0|254|
5458|R|RIGID|POL|POLE|0|254|
5459|R|RIGID|POL|POLE|0|254|
5463|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5468|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5470|R|RIGID|POL|POLE|0|254|
5471|R|RIGID|POL|POLE|0|254|
5472|R|RIGID|POL|POLE|0|254|
5474|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5493|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5494|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5495|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5499|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5523|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5525|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5526|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5527|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5528|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5529|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5532|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5534|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5535|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5537|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5538|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5540|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5541|D|DEFORMABLE|FLB|FLAT BARRIER|0|9999|NO COMMENTS
5543|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO BARRIER  DATA COLLECTED PER COTR
5544|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO BARRIER DATA COLLECTED PER COTR
5545|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5546|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5547|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5561|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5567|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5569|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5570|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO BARRIER DATA COLLECTED PER COTR
5571|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5572|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
5573|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5576|R|RIGID|POL|POLE|0|0|
5578|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5580|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5586|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
5587|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5588|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5589|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
5590|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
