MAKE,MODEL,MODEL_YR,VEHICLE_PICTURE,OVERALL_STARS,OVERALL_FRNT_STARS,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_FOOT_NOTES_DRIV,FRNT_FOOT_NOTES_PASS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_CRASH_PICTURE,FRNT_CRASH_VIDEO,OVERALL_SIDE_STARS,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_FOOT_NOTES_DRIV,SIDE_FOOT_NOTES_PASS,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_CRASH_PICTURE,SIDE_CRASH_VIDEO,ROLLOVER_STARS,ROLLOVER_STARS_2,ROLLOVER_POSSIBILITY,ROLLOVER_POSSIBILITY_2,ROLL_FOOT_NOTES,ROLL_SAFETY_CONCERN,SIDE_POLE_STARS,POLE_FOOT_NOTES,POLE_SAFETY_CONCERN,SIDE_POLE_PICTURE,SIDE_POLE_VIDEO,NHTSA_ESC,NHTSA_FRNT_COLLISION_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_BACKUP_CAMERA,COMPLAINTS_COUNT,RECALLS_COUNT,INVESTIGATIONS_COUNT,MMY,VEHICLE_ID
TOYOTA,COROLLA,1995,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1995/corolla.gif,Not Rated,Not Rated,4,4,,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/1995/corolla.wmv,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,179.0,7.0,2.0,1995 Toyota Corolla 4-DR.,3502.0
TOYOTA,PREVIA,1995,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1995/previa.gif,Not Rated,Not Rated,4,3,,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/1995/previa.wmv,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,33.0,0.0,0.0,1995 Toyota Previa,3436.0
VOLKSWAGEN,GOLF,1995,,Not Rated,Not Rated,3,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,46.0,5.0,2.0,1995 Volkswagen Golf III 4-DR.,3439.0
VOLKSWAGEN,PASSAT,1995,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,97.0,1.0,2.0,1995 Volkswagen Passat 4-DR.,3427.0
VOLVO,850,1995,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1995/volvo.gif,Not Rated,Not Rated,5,4,,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/1995/volvo.wmv,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,129.0,4.0,3.0,1995 Volvo 850 4-DR.,3429.0
AUDI,A4,1996,,Not Rated,Not Rated,4,5,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,92.0,6.0,3.0,1996 Audi A4 4-DR.,3586.0
AUDI,A6,1996,,Not Rated,Not Rated,5,5,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,54.0,2.0,0.0,1996 Audi A6 4-DR.,3598.0
BMW,328I,1996,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,34.0,4.0,0.0,1996 BMW 3-Series (328i) 4-DR.,3610.0
FORD,ESCORT,1996,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,223.0,1.0,0.0,1996 Ford Escort 4-DR.,3624.0
FORD,EXPLORER,1996,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,1464.0,11.0,3.0,1996 Ford Explorer 4-DR 4x4,3612.0
FORD,MUSTANG,1996,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1996/mustang.gif,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,303.0,12.0,3.0,1996 Ford Mustang 2-DR.,3615.0
FORD,PROBE,1996,,Not Rated,Not Rated,5,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,70.0,4.0,0.0,1996 Ford Probe 2-DR.,3617.0
HONDA,ACCORD,1996,,Not Rated,Not Rated,4,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,470.0,13.0,0.0,1996 Honda Accord 4-DR.,3643.0
HONDA,CIVIC,1996,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1996/civichx-2dr.gif,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,310.0,17.0,2.0,1996 Honda Civic 2-DR.,3627.0
HONDA,ODYSSEY,1996,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,76.0,1.0,0.0,1996 Honda Odyssey,3628.0
HYUNDAI,ACCENT,1996,,Not Rated,Not Rated,3,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,102.0,4.0,3.0,1996 Hyundai Accent 4-DR.,3630.0
HYUNDAI,SONATA,1996,,Not Rated,Not Rated,3,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,24.0,1.0,0.0,1996 Hyundai Sonata 4-DR.,3632.0
ISUZU,TROOPER,1996,,Not Rated,Not Rated,3,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,51.0,2.0,1.0,1996 Isuzu Trooper 4-DR 4x4,3636.0
JEEP,CHEROKEE,1996,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,444.0,10.0,1.0,1996 Jeep Cherokee 4-DR 4x4,3583.0
JEEP,GRAND CHEROKEE,1996,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1996/g-cherokee.gif,Not Rated,Not Rated,3,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,1327.0,16.0,8.0,1996 Jeep Grand Cherokee 4-DR 4x4,3584.0
JEEP,WRANGLER,1996,,Not Rated,Not Rated,2,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,5.0,1.0,0.0,1996 Jeep Wrangler 2-DR. 4x4,3587.0
LEXUS,GS300,1996,,Not Rated,Not Rated,3,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,5.0,1.0,0.0,1996 Lexus GS 300 4-DR.,3576.0
MAZDA,626,1996,,Not Rated,Not Rated,4,5,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,362.0,3.0,4.0,1996 Mazda 626 DX 4-DR.,3571.0
MAZDA,MX-6,1996,,Not Rated,Not Rated,5,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,15.0,3.0,2.0,1996 Mazda MX-6 2-DR.,3545.0
MITSUBISHI,MIRAGE,1996,,Not Rated,Not Rated,3,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,31.0,1.0,0.0,1996 Mitsubishi Mirage 2-DR.,3514.0
MITSUBISHI,GALANT,1996,,Not Rated,Not Rated,Not Rated,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,145.0,6.0,1.0,1996 Mitsubishi Galant 4-DR.,3525.0
NISSAN,MAXIMA,1996,,Not Rated,Not Rated,4,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,102.0,5.0,0.0,1996 Nissan Maxima 4-DR,3651.0
SAAB,900,1996,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,47.0,3.0,2.0,1996 Saab 900 4-DR,3637.0
SUBARU,IMPREZA,1996,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,26.0,3.0,0.0,1996 Subaru Impreza 4-DR.,3641.0
SUBARU,LEGACY,1996,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,129.0,4.0,3.0,1996 Subaru Legacy 4-DR.,3657.0
TOYOTA,CAMRY,1996,,Not Rated,Not Rated,4,5,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,419.0,7.0,2.0,1996 Toyota Camry 2-DR.,3538.0
TOYOTA,COROLLA,1996,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,132.0,6.0,1.0,1996 Toyota Corolla 4-DR.,3597.0
TOYOTA,PREVIA,1996,,Not Rated,Not Rated,4,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,15.0,0.0,0.0,1996 Toyota Previa,3563.0
VOLKSWAGEN,GOLF,1996,,Not Rated,Not Rated,3,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,12.0,1.0,1.0,1996 Volkswagen Golf 4-DR.,3567.0
VOLKSWAGEN,PASSAT,1996,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,49.0,1.0,4.0,1996 Volkswagen Passat 4-DR.,3569.0
VOLVO,850,1996,,Not Rated,Not Rated,5,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,204.0,4.0,6.0,1996 Volvo 850 4-DR.,3570.0
AUDI,A4,1997,,Not Rated,Not Rated,4,5,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,99.0,7.0,4.0,1997 Audi A4 4-DR.,3664.0
AUDI,A6,1997,,Not Rated,Not Rated,5,5,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,21.0,2.0,0.0,1997 Audi A6 4-DR.,3676.0
BMW,328I,1997,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,35.0,4.0,0.0,1997 BMW 3-Series (328i) 4-DR.,3662.0
FORD,ESCORT,1997,,Not Rated,Not Rated,3,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Escort.jpg,,Not Rated,3,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Escort-s.jpg,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,557.0,2.0,2.0,1997 Ford Escort 4-DR.,3739.0
FORD,EXPLORER,1997,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,1785.0,12.0,6.0,1997 Ford Explorer 4-DR. 4x4,3741.0
FORD,PROBE,1997,,Not Rated,Not Rated,5,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,43.0,4.0,0.0,1997 Ford Probe 2-DR.  HB.,3745.0
HONDA,ACCORD,1997,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,457.0,15.0,0.0,1997 Honda Accord 2-DR.,3711.0
HONDA,CIVIC,1997,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,375.0,16.0,1.0,1997 Honda Civic 2-DR.,3758.0
HYUNDAI,ACCENT,1997,,Not Rated,Not Rated,3,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,59.0,3.0,3.0,1997 Hyundai Accent 4-DR.,3756.0
HYUNDAI,SONATA,1997,,Not Rated,Not Rated,3,4,,,,,,,Not Rated,1,2,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Sonata-s.jpg,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,52.0,2.0,0.0,1997 Hyundai Sonata 4-DR.,3679.0
ISUZU,TROOPER,1997,,Not Rated,Not Rated,3,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,13.0,2.0,0.0,1997 Isuzu Trooper 4-DR. 4x4,3731.0
JEEP,CHEROKEE,1997,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/jeechercntry.gif,Not Rated,Not Rated,3,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Cherokee.jpg,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,1372.0,14.0,8.0,1997 Jeep Cherokee 4-DR. 4x4,3730.0
JEEP,GRAND CHEROKEE,1997,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/jeegrcher.gif,Not Rated,Not Rated,3,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,1372.0,14.0,8.0,1997 Jeep Grand Cherokee 4-DR. 4x4,3729.0
JEEP,WRANGLER,1997,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/wrangler_b.gif,Not Rated,Not Rated,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Wrangler.jpg,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,403.0,7.0,0.0,1997 Jeep Wrangler 2-DR. 4x4,3728.0
KIA,SPORTAGE,1997,,Not Rated,Not Rated,3,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Sportage.jpg,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,183.0,3.0,4.0,1997 Kia Sportage 4-DR. 4x4,3726.0
LEXUS,GS300,1997,,Not Rated,Not Rated,3,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,0.0,1.0,0.0,1997 Lexus GS 300 4-DR.,3725.0
MAZDA,626,1997,,Not Rated,Not Rated,4,5,,,,,,,Not Rated,2,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/M-626-s.jpg,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,359.0,4.0,2.0,1997 Mazda 626 DX 4-DR.,3723.0
MAZDA,MX-6,1997,,Not Rated,Not Rated,5,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,4.0,3.0,0.0,1997 Mazda MX-6 2-DR.,3786.0
MITSUBISHI,GALANT,1997,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/gallant_b.gif,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Galant.jpg,,Not Rated,3,2,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Galant-s.jpg,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,84.0,3.0,0.0,1997 Mitsubishi Galant 4-DR.,3807.0
NISSAN,MAXIMA,1997,,Not Rated,Not Rated,4,3,,,,,,,Not Rated,4,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Maxima-s.jpg,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,109.0,6.0,1.0,1997 Nissan Maxima 4-DR.,3798.0
SAAB,900,1997,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,21.0,3.0,2.0,1997 Saab 900 4-DR,3681.0
SUBARU,IMPREZA,1997,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,34.0,3.0,0.0,1997 Subaru Impreza 4-DR.,3700.0
SUBARU,LEGACY,1997,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,142.0,6.0,1.0,1997 Subaru Legacy 4-DR.,3763.0
TOYOTA,CAMRY,1997,,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Camry.jpg,,Not Rated,3,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Camry-s.jpg,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,552.0,4.0,3.0,1997 Toyota Camry 4-DR.,3776.0
TOYOTA,COROLLA,1997,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,3,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Coroll-s.jpg,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,136.0,6.0,0.0,1997 Toyota Corolla 4-DR.,3794.0
TOYOTA,PASEO,1997,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/paseo_b.gif,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Paseo.jpg,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,4.0,0.0,0.0,1997 Toyota Paseo 2-DR.,3791.0
TOYOTA,PREVIA,1997,,Not Rated,Not Rated,4,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,12.0,1.0,0.0,1997 Toyota Previa,3793.0
TOYOTA,RAV4,1997,,Not Rated,Not Rated,3,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,56.0,1.0,0.0,1997 Toyota RAV4 4-DR. 4x4,3785.0
VOLKSWAGEN,GOLF,1997,,Not Rated,Not Rated,3,3,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,13.0,0.0,0.0,1997 Volkswagen Golf 4-DR.,3751.0
VOLKSWAGEN,PASSAT,1997,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,43.0,1.0,2.0,1997 Volkswagen Passat 4-DR.,3762.0
VOLVO,850,1997,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/volvo850.gif,Not Rated,Not Rated,5,4,,,,,,,Not Rated,4,Not Rated,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1997/Vol850-s.jpg,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,121.0,4.0,3.0,1997 Volvo 850 4-DR. w/SAB,3761.0
VOLVO,960,1997,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,25.0,1.0,1.0,1997 Volvo 960 4-DR.,3760.0
AUDI,A8,1998,,Not Rated,Not Rated,5,5,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,7.0,2.0,1.0,1998 Audi  A8 4-DR. w/SAB,3905.0
FORD,ESCORT,1998,,Not Rated,Not Rated,3,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1998/Escort.jpg,,Not Rated,3,3,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,390.0,1.0,1.0,1998 Ford Escort 4-DR.,3904.0
FORD,EXPLORER,1998,,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1998/explorer.jpg,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,2090.0,14.0,8.0,1998 Ford Explorer 4-DR. 4x4,3863.0
HONDA,ACCORD,1998,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,1172.0,18.0,3.0,1998 Honda Accord 2-DR.,3838.0
HONDA,CIVIC,1998,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,2,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1998/Civ2dr-s.jpg,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,432.0,17.0,1.0,1998 Honda Civic 2-DR.,3893.0
HONDA,CR-V,1998,,Not Rated,Not Rated,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1998/CR-V.jpg,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,128.0,2.0,0.0,1998 Honda CR-V 4 DR. 4X4,3814.0
HYUNDAI,ACCENT,1998,,Not Rated,Not Rated,3,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,47.0,1.0,1.0,1998 Hyundai Accent 4-DR.,3882.0
HYUNDAI,SONATA,1998,,Not Rated,Not Rated,3,4,,,,,,,Not Rated,1,2,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,50.0,1.0,0.0,1998 Hyundai Sonata 4-DR.,3842.0
JEEP,GRAND CHEROKEE,1998,,Not Rated,Not Rated,3,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1998/JeepGC.jpg,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,1418.0,14.0,7.0,1998 Jeep Grand Cherokee 4-DR. 4x4,3845.0
MAZDA,626,1998,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,3,3,,,"Due to the intrusion of the left front door during the side impact test, the interior door panel struck the pelvis of the driver dummy, causing a high pelvic acceleration.  High pelvic accelerations, in excess of 130 g's, have a higher likelihood of Pelvic fracture.",,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1998/M-626-s.jpg,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,434.0,6.0,1.0,1998 Mazda 626 DX 4-DR.,3869.0
MITSUBISHI,GALANT,1998,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,3,2,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,57.0,3.0,0.0,1998 Mitsubishi Galant 4-DR.,3832.0
NISSAN,MAXIMA,1998,,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1998/Maxima.jpg,,Not Rated,4,3,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,114.0,6.0,0.0,1998 Nissan Maxima 4-DR.,3833.0
SAAB,900,1998,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,24.0,3.0,4.0,1998 Saab 900 4-DR,3909.0
SUBARU,LEGACY,1998,,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1998/Legacy.jpg,,Not Rated,3,Not Rated,,,"Due to the intrusion of the left front door during the side impact test, the interior door panel struck the pelvis of the driver dummy, causing a high pelvic acceleration.  High pelvic accelerations, in excess of 130 g's, have a higher likelihood of Pelvic fracture.",,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,115.0,5.0,0.0,1998 Subaru Legacy 4-DR.,3892.0
TOYOTA,CAMRY,1998,,Not Rated,Not Rated,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/1998/Camry.jpg,,Not Rated,3,3,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,608.0,6.0,2.0,1998 Toyota Camry 4-DR.,3907.0
